Date,Temperature,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather,Weather Description,Weather Icon,Rain,Snow
2023-02-07 21:00:00-08:00,41.83,1020,85,15.01,260,47,Clouds,scattered clouds,03n,0.0,0.0
2023-02-07 22:00:00-08:00,41.67,1021,85,11.01,280,45,Clouds,scattered clouds,03n,0.0,0.0
2023-02-07 23:00:00-08:00,41.05,1022,87,8.99,280,23,Clouds,few clouds,02n,0.0,0.0
2023-02-08 00:00:00-08:00,40.26,1023,89,5.01,250,20,Clouds,few clouds,02n,0.0,0.0
2023-02-08 01:00:00-08:00,39.81,1024,90,8.99,240,25,Clouds,scattered clouds,03n,0.0,0.0
2023-02-08 02:00:00-08:00,39.43,1025,91,4.0,230,24,Clouds,few clouds,02n,0.0,0.0
2023-02-08 03:00:00-08:00,38.5,1025,92,8.01,230,21,Clouds,few clouds,02n,0.0,0.0
2023-02-08 04:00:00-08:00,36.99,1026,93,8.01,240,18,Clouds,few clouds,02n,0.0,0.0
2023-02-08 05:00:00-08:00,35.29,1027,95,4.61,110,0,Clear,clear sky,01n,0.0,0.0
2023-02-08 06:00:00-08:00,34.3,1028,95,4.0,110,11,Clouds,few clouds,02n,0.0,0.0
2023-02-08 07:00:00-08:00,34.25,1028,95,1.99,80,23,Clouds,few clouds,02n,0.0,0.0
2023-02-08 08:00:00-08:00,34.27,1029,96,3.0,90,32,Clouds,scattered clouds,03d,0.0,0.0
2023-02-08 09:00:00-08:00,36.73,1030,95,1.99,64,42,Clouds,scattered clouds,03d,0.0,0.0
2023-02-08 10:00:00-08:00,39.96,1031,92,8.01,90,51,Clouds,broken clouds,04d,0.0,0.0
2023-02-08 11:00:00-08:00,42.39,1032,86,11.01,90,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-08 12:00:00-08:00,43.97,1032,82,5.01,90,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-08 13:00:00-08:00,44.28,1032,79,11.01,120,92,Clouds,overcast clouds,04d,0.0,0.0
2023-02-08 14:00:00-08:00,44.6,1032,78,11.01,110,86,Clouds,overcast clouds,04d,0.0,0.0
2023-02-08 15:00:00-08:00,44.22,1031,79,8.99,110,87,Clouds,overcast clouds,04d,0.0,0.0
2023-02-08 16:00:00-08:00,43.43,1031,82,8.99,160,89,Clouds,overcast clouds,04d,0.0,0.0
2023-02-08 17:00:00-08:00,42.49,1031,85,8.99,140,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-08 18:00:00-08:00,41.16,1031,88,5.99,100,99,Clouds,overcast clouds,04n,0.0,0.0
2023-02-08 19:00:00-08:00,40.98,1031,88,8.01,70,99,Clouds,overcast clouds,04n,0.0,0.0
2023-02-08 20:00:00-08:00,40.48,1030,89,8.01,40,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-08 21:00:00-08:00,40.1,1031,88,8.99,70,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-08 22:00:00-08:00,40.48,1030,88,8.01,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-08 23:00:00-08:00,40.53,1030,88,8.01,60,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-09 00:00:00-08:00,40.66,1029,87,5.99,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-09 01:00:00-08:00,41.13,1029,85,8.01,70,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-09 02:00:00-08:00,40.3,1028,89,8.01,110,100,Rain,light rain,10n,0.29,0.0
2023-02-09 03:00:00-08:00,40.35,1027,89,10.0,60,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-09 04:00:00-08:00,40.57,1027,88,11.01,50,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-09 05:00:00-08:00,40.71,1026,87,7.0,16,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-09 06:00:00-08:00,40.8,1026,87,8.05,100,100,Rain,moderate rain,10n,1.33,0.0
2023-02-09 07:00:00-08:00,40.08,1025,91,11.01,60,100,Rain,moderate rain,10n,2.99,0.0
2023-02-09 08:00:00-08:00,39.69,1024,91,10.0,60,100,Rain,light rain,10d,0.44,0.0
2023-02-09 09:00:00-08:00,39.85,1024,92,8.99,60,100,Rain,light rain,10d,0.9,0.0
2023-02-09 10:00:00-08:00,39.99,1023,93,8.99,60,100,Rain,light rain,10d,0.26,0.0
2023-02-09 11:00:00-08:00,40.84,1022,93,7.0,346,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-09 12:00:00-08:00,41.74,1022,91,9.22,70,75,Clouds,broken clouds,04d,0.0,0.0
2023-02-09 13:00:00-08:00,43.03,1018,88,8.99,70,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-09 14:00:00-08:00,43.63,1017,87,8.99,70,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-09 15:00:00-08:00,44.46,1017,86,4.0,77,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-09 16:00:00-08:00,44.65,1017,86,4.0,13,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-09 17:00:00-08:00,44.4,1015,87,11.01,90,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-09 18:00:00-08:00,43.97,1015,88,8.99,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-09 19:00:00-08:00,43.54,1014,89,10.0,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-09 20:00:00-08:00,43.39,1013,89,10.0,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-09 21:00:00-08:00,43.57,1012,88,5.01,66,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-09 22:00:00-08:00,46.44,1013,80,12.66,120,100,Rain,light rain,10n,0.35,0.0
2023-02-09 23:00:00-08:00,45.77,1014,84,9.22,130,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-10 00:00:00-08:00,46.49,1015,89,5.01,166,100,Rain,moderate rain,10n,1.54,0.0
2023-02-10 01:00:00-08:00,45.43,1016,90,4.0,145,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-10 02:00:00-08:00,44.69,1017,90,8.01,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-10 03:00:00-08:00,44.64,1017,91,7.0,101,93,Clouds,overcast clouds,04n,0.0,0.0
2023-02-10 04:00:00-08:00,43.48,1018,93,10.0,120,80,Clouds,broken clouds,04n,0.0,0.0
2023-02-10 05:00:00-08:00,43.27,1018,92,11.99,70,97,Clouds,overcast clouds,04n,0.0,0.0
2023-02-10 06:00:00-08:00,43.07,1018,89,10.36,120,20,Clouds,few clouds,02n,0.0,0.0
2023-02-10 07:00:00-08:00,43.77,1018,89,5.99,110,73,Clouds,broken clouds,04n,0.0,0.0
2023-02-10 08:00:00-08:00,44.02,1019,92,15.01,120,75,Clouds,broken clouds,04d,0.0,0.0
2023-02-10 09:00:00-08:00,44.58,1020,92,17.0,140,76,Clouds,broken clouds,04d,0.0,0.0
2023-02-10 10:00:00-08:00,46.2,1020,88,13.0,160,75,Clouds,broken clouds,04d,0.0,0.0
2023-02-10 11:00:00-08:00,47.88,1021,83,7.0,162,81,Clouds,broken clouds,04d,0.0,0.0
2023-02-10 12:00:00-08:00,49.26,1021,80,8.01,136,90,Clouds,overcast clouds,04d,0.0,0.0
2023-02-10 13:00:00-08:00,50.2,1019,75,17.0,180,94,Clouds,overcast clouds,04d,0.0,0.0
2023-02-10 14:00:00-08:00,49.86,1021,73,11.99,170,94,Clouds,overcast clouds,04d,0.0,0.0
2023-02-10 15:00:00-08:00,49.68,1021,72,11.01,170,85,Clouds,overcast clouds,04d,0.0,0.0
2023-02-10 16:00:00-08:00,49.64,1021,71,8.99,170,74,Clouds,broken clouds,04d,0.0,0.0
2023-02-10 17:00:00-08:00,47.91,1021,75,5.01,170,11,Clouds,few clouds,02d,0.0,0.0
2023-02-10 18:00:00-08:00,45.12,1022,84,5.99,130,10,Clear,clear sky,01n,0.0,0.0
2023-02-10 19:00:00-08:00,43.52,1022,88,5.99,120,10,Clear,clear sky,01n,0.0,0.0
2023-02-10 20:00:00-08:00,41.94,1023,90,4.0,110,11,Clouds,few clouds,02n,0.0,0.0
2023-02-10 21:00:00-08:00,41.29,1023,92,5.01,346,11,Clouds,few clouds,02n,0.0,0.0
2023-02-10 22:00:00-08:00,40.24,1018,93,5.01,80,11,Clouds,few clouds,02n,0.0,0.0
2023-02-10 23:00:00-08:00,38.62,1024,94,3.0,60,10,Clear,clear sky,01n,0.0,0.0
2023-02-11 00:00:00-08:00,38.68,1024,94,5.01,80,10,Clear,clear sky,01n,0.0,0.0
2023-02-11 01:00:00-08:00,37.35,1025,95,2.3,70,20,Clouds,few clouds,02n,0.0,0.0
2023-02-11 02:00:00-08:00,37.67,1025,95,3.44,310,20,Clouds,few clouds,02n,0.0,0.0
2023-02-11 03:00:00-08:00,38.44,1025,94,1.01,105,11,Clouds,few clouds,02n,0.0,0.0
2023-02-11 04:00:00-08:00,38.77,1025,95,1.99,110,21,Clouds,few clouds,02n,0.0,0.0
2023-02-11 05:00:00-08:00,38.43,1025,94,4.0,110,94,Clouds,overcast clouds,04n,0.0,0.0
2023-02-11 06:00:00-08:00,38.37,1018,95,5.01,90,97,Clouds,overcast clouds,04n,0.0,0.0
2023-02-11 07:00:00-08:00,38.62,1025,95,5.01,120,98,Clouds,overcast clouds,04n,0.0,0.0
2023-02-11 08:00:00-08:00,38.35,1025,95,8.01,100,99,Clouds,overcast clouds,04d,0.0,0.0
2023-02-11 09:00:00-08:00,39.24,1025,94,8.01,110,99,Clouds,overcast clouds,04d,0.0,0.0
2023-02-11 10:00:00-08:00,40.84,1026,93,8.99,110,99,Clouds,overcast clouds,04d,0.0,0.0
2023-02-11 11:00:00-08:00,42.01,1026,92,3.0,34,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-11 12:00:00-08:00,42.76,1026,89,3.0,35,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-11 13:00:00-08:00,44.28,1020,86,3.0,16,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-11 14:00:00-08:00,44.06,1025,86,3.0,236,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-11 15:00:00-08:00,44.47,1025,87,1.01,299,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-11 16:00:00-08:00,44.15,1017,87,4.0,240,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-11 17:00:00-08:00,43.79,1025,88,1.99,230,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-11 18:00:00-08:00,42.84,1020,91,4.0,270,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-11 19:00:00-08:00,41.9,1024,93,3.0,320,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-11 20:00:00-08:00,41.0,1025,94,1.99,310,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-11 21:00:00-08:00,40.44,1020,94,1.01,356,93,Clouds,overcast clouds,04n,0.0,0.0
2023-02-11 22:00:00-08:00,39.85,1021,94,1.01,71,82,Clouds,broken clouds,04n,0.0,0.0
2023-02-11 23:00:00-08:00,39.94,1020,95,1.01,31,94,Clouds,overcast clouds,04n,0.0,0.0
2023-02-12 00:00:00-08:00,40.41,1025,94,1.99,74,95,Rain,light rain,10n,0.12,0.0
2023-02-12 01:00:00-08:00,40.46,1025,95,5.99,90,97,Clouds,overcast clouds,04n,0.0,0.0
2023-02-12 02:00:00-08:00,40.48,1022,95,4.61,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-12 03:00:00-08:00,40.39,1021,94,5.01,110,98,Clouds,overcast clouds,04n,0.0,0.0
2023-02-12 04:00:00-08:00,40.39,1021,95,5.01,70,98,Clouds,overcast clouds,04n,0.0,0.0
2023-02-12 05:00:00-08:00,40.12,1024,94,5.01,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-12 06:00:00-08:00,39.97,1024,95,8.05,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-12 07:00:00-08:00,39.9,1019,95,8.99,90,100,Rain,light rain,10n,0.95,0.0
2023-02-12 08:00:00-08:00,40.01,1023,96,5.99,90,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-12 09:00:00-08:00,40.26,1023,96,5.99,80,100,Rain,light rain,10d,0.16,0.0
2023-02-12 10:00:00-08:00,40.89,1023,96,8.01,80,100,Rain,light rain,10d,0.37,0.0
2023-02-12 11:00:00-08:00,41.29,1022,96,5.99,90,100,Rain,light rain,10d,0.75,0.0
2023-02-12 12:00:00-08:00,41.94,1022,96,10.36,90,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-12 13:00:00-08:00,41.43,1021,97,12.66,90,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-12 14:00:00-08:00,41.65,1020,95,13.0,90,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-12 15:00:00-08:00,41.63,1018,95,11.99,100,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-12 16:00:00-08:00,41.74,1017,95,15.01,70,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-12 17:00:00-08:00,41.31,1014,97,11.5,80,100,Mist,mist,50d,0.0,0.0
2023-02-12 18:00:00-08:00,41.14,1013,96,11.01,90,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-12 19:00:00-08:00,41.05,1012,96,12.66,90,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-12 20:00:00-08:00,40.93,1011,97,8.05,80,100,Rain,light rain,10n,0.33,0.0
2023-02-12 21:00:00-08:00,41.43,1011,96,9.22,80,75,Clouds,broken clouds,04n,0.0,0.0
2023-02-12 22:00:00-08:00,41.85,1010,95,1.99,43,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-12 23:00:00-08:00,41.81,1010,95,1.99,66,67,Clouds,broken clouds,04n,0.0,0.0
2023-02-13 00:00:00-08:00,41.67,1009,95,1.01,99,40,Clouds,scattered clouds,03n,0.0,0.0
2023-02-13 01:00:00-08:00,40.06,1009,95,6.17,277,27,Clouds,scattered clouds,03n,0.0,0.0
2023-02-13 02:00:00-08:00,38.05,1009,96,4.61,100,20,Fog,fog,50n,0.0,0.0
2023-02-13 03:00:00-08:00,38.39,1009,96,6.91,130,20,Fog,fog,50n,0.0,0.0
2023-02-13 04:00:00-08:00,39.74,1008,95,1.01,75,44,Rain,light rain,10n,0.68,0.0
2023-02-13 05:00:00-08:00,39.36,1008,97,4.61,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-13 06:00:00-08:00,39.29,1008,96,5.01,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-13 07:00:00-08:00,38.46,1007,96,3.0,80,98,Clouds,overcast clouds,04n,0.0,0.0
2023-02-13 08:00:00-08:00,38.46,1007,95,1.01,160,91,Clouds,overcast clouds,04d,0.0,0.0
2023-02-13 09:00:00-08:00,40.01,1007,95,3.0,223,92,Clouds,overcast clouds,04d,0.0,0.0
2023-02-13 10:00:00-08:00,42.03,1007,93,8.99,260,92,Clouds,overcast clouds,04d,0.0,0.0
2023-02-13 11:00:00-08:00,42.87,1007,90,8.01,270,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-13 12:00:00-08:00,44.47,1007,87,15.01,260,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-13 13:00:00-08:00,45.57,1007,82,10.0,270,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-13 14:00:00-08:00,45.95,1006,74,11.99,232,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-13 15:00:00-08:00,43.05,1006,79,11.99,270,100,Rain,light rain,10d,0.3,0.0
2023-02-13 16:00:00-08:00,42.62,1005,78,17.0,280,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-13 17:00:00-08:00,41.83,1005,77,25.99,280,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-13 18:00:00-08:00,40.5,1005,75,32.99,290,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-13 19:00:00-08:00,39.81,1006,75,38.01,290,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-13 20:00:00-08:00,39.07,1006,76,34.0,290,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-13 21:00:00-08:00,37.94,1006,73,38.01,290,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-13 22:00:00-08:00,37.26,1007,74,31.0,290,93,Clouds,overcast clouds,04n,0.0,0.0
2023-02-13 23:00:00-08:00,36.21,1007,77,32.01,290,81,Clouds,broken clouds,04n,0.0,0.0
2023-02-14 00:00:00-08:00,35.76,1008,79,31.0,280,90,Clouds,overcast clouds,04n,0.0,0.0
2023-02-14 01:00:00-08:00,35.33,1009,80,31.0,290,93,Clouds,overcast clouds,04n,0.0,0.0
2023-02-14 02:00:00-08:00,34.9,1010,81,25.99,280,95,Clouds,overcast clouds,04n,0.0,0.0
2023-02-14 03:00:00-08:00,34.38,1011,82,25.01,290,96,Clouds,overcast clouds,04n,0.0,0.0
2023-02-14 04:00:00-08:00,33.91,1012,83,25.01,300,94,Clouds,overcast clouds,04n,0.0,0.0
2023-02-14 05:00:00-08:00,33.78,1014,83,15.01,310,97,Clouds,overcast clouds,04n,0.0,0.0
2023-02-14 06:00:00-08:00,33.85,1015,83,3.0,32,98,Clouds,overcast clouds,04n,0.0,0.0
2023-02-14 07:00:00-08:00,33.66,1016,85,3.0,264,78,Clouds,broken clouds,04n,0.0,0.0
2023-02-14 08:00:00-08:00,33.3,1017,86,3.0,350,61,Clouds,broken clouds,04d,0.0,0.0
2023-02-14 09:00:00-08:00,35.6,1019,83,3.0,278,51,Clouds,broken clouds,04d,0.0,0.0
2023-02-14 10:00:00-08:00,39.31,1020,73,7.0,232,43,Clouds,scattered clouds,03d,0.0,0.0
2023-02-14 11:00:00-08:00,41.5,1021,69,7.0,307,7,Clear,clear sky,01d,0.0,0.0
2023-02-14 12:00:00-08:00,42.51,1021,68,11.99,300,7,Clear,clear sky,01d,0.0,0.0
2023-02-14 13:00:00-08:00,43.63,1022,67,15.01,290,8,Clear,clear sky,01d,0.0,0.0
2023-02-14 14:00:00-08:00,43.9,1022,66,17.0,280,9,Clear,clear sky,01d,0.0,0.0
2023-02-14 15:00:00-08:00,44.15,1022,66,15.99,290,11,Clouds,few clouds,02d,0.0,0.0
2023-02-14 16:00:00-08:00,43.32,1023,68,13.0,290,11,Clouds,few clouds,02d,0.0,0.0
2023-02-14 17:00:00-08:00,41.43,1023,73,13.0,300,10,Clear,clear sky,01d,0.0,0.0
2023-02-14 18:00:00-08:00,39.33,1024,80,11.01,300,13,Clouds,few clouds,02n,0.0,0.0
2023-02-14 19:00:00-08:00,36.84,1024,85,8.99,300,32,Clouds,scattered clouds,03n,0.0,0.0
2023-02-14 20:00:00-08:00,35.6,1024,88,8.99,300,47,Clouds,scattered clouds,03n,0.0,0.0
2023-02-14 21:00:00-08:00,34.86,1025,87,5.75,310,40,Clouds,scattered clouds,03n,0.0,0.0
2023-02-14 22:00:00-08:00,33.94,1025,89,3.0,6,62,Clouds,broken clouds,04n,0.0,0.0
2023-02-14 23:00:00-08:00,33.82,1025,91,4.0,90,78,Clouds,broken clouds,04n,0.0,0.0
2023-02-15 00:00:00-08:00,32.79,1026,92,8.01,80,84,Clouds,broken clouds,04n,0.0,0.0
2023-02-15 01:00:00-08:00,31.73,1026,93,1.01,106,73,Clouds,broken clouds,04n,0.0,0.0
2023-02-15 02:00:00-08:00,31.62,1027,93,5.01,80,68,Clouds,broken clouds,04n,0.0,0.0
2023-02-15 03:00:00-08:00,32.0,1026,94,1.99,67,64,Clouds,broken clouds,04n,0.0,0.0
2023-02-15 04:00:00-08:00,31.96,1026,94,3.0,69,70,Clouds,broken clouds,04n,0.0,0.0
2023-02-15 05:00:00-08:00,31.95,1027,94,1.99,67,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-15 06:00:00-08:00,32.95,1027,94,4.0,23,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-15 07:00:00-08:00,33.8,1027,94,8.99,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-15 08:00:00-08:00,33.17,1027,94,8.99,80,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-15 09:00:00-08:00,35.55,1027,91,8.99,80,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-15 10:00:00-08:00,37.94,1028,86,5.99,36,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-15 11:00:00-08:00,39.36,1028,83,5.01,77,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-15 12:00:00-08:00,40.3,1028,80,8.99,100,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-15 13:00:00-08:00,42.17,1027,75,11.01,80,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-15 14:00:00-08:00,42.51,1027,72,11.99,130,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-15 15:00:00-08:00,42.31,1027,72,8.01,140,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-15 16:00:00-08:00,42.21,1027,74,8.01,140,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-15 17:00:00-08:00,41.5,1026,75,8.01,110,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-15 18:00:00-08:00,39.81,1026,78,5.01,110,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-15 19:00:00-08:00,39.42,1026,80,5.01,130,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-15 20:00:00-08:00,38.8,1025,82,5.01,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-15 21:00:00-08:00,38.46,1025,83,5.01,90,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-15 22:00:00-08:00,38.16,1025,84,5.01,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-15 23:00:00-08:00,38.01,1024,83,5.99,60,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-16 00:00:00-08:00,37.85,1024,83,8.01,70,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-16 01:00:00-08:00,37.72,1023,84,4.0,110,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-16 02:00:00-08:00,37.13,1023,83,8.01,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-16 03:00:00-08:00,37.78,1022,83,5.99,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-16 04:00:00-08:00,37.76,1022,83,8.01,70,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-16 05:00:00-08:00,37.69,1021,82,4.0,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-16 06:00:00-08:00,37.36,1021,82,5.99,110,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-16 07:00:00-08:00,37.44,1021,82,5.01,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-16 08:00:00-08:00,37.98,1018,80,8.01,50,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-16 09:00:00-08:00,38.28,1021,80,5.01,336,100,Rain,light rain,10d,0.37,0.0
2023-02-16 10:00:00-08:00,39.31,1021,83,5.75,350,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-16 11:00:00-08:00,40.39,1021,79,8.99,20,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-16 12:00:00-08:00,41.36,1021,78,8.01,313,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-16 13:00:00-08:00,41.09,1020,77,5.01,3,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-16 14:00:00-08:00,41.41,1017,77,8.05,90,100,Rain,light rain,10d,0.46,0.0
2023-02-16 15:00:00-08:00,40.12,1020,78,12.66,60,100,Rain,moderate rain,10d,1.06,0.0
2023-02-16 16:00:00-08:00,38.01,1016,90,10.0,50,100,Rain,moderate rain,10d,2.18,0.0
2023-02-16 17:00:00-08:00,36.82,1020,92,11.99,70,100,Rain,moderate rain,10d,1.94,0.0
2023-02-16 18:00:00-08:00,36.52,1020,94,15.01,60,100,Rain,light rain,10n,0.69,0.0
2023-02-16 19:00:00-08:00,36.03,1021,94,8.99,80,100,Rain,light rain,10n,0.92,0.0
2023-02-16 20:00:00-08:00,35.26,1017,95,11.99,80,100,Snow,light snow,13n,0.0,0.4
2023-02-16 21:00:00-08:00,34.84,1021,95,13.0,60,100,Snow,snow,13n,0.0,0.6
2023-02-16 22:00:00-08:00,34.72,1021,96,12.66,30,100,Rain,moderate rain,10n,2.73,0.0
2023-02-16 23:00:00-08:00,34.74,1021,96,10.36,40,100,Rain,moderate rain,10n,2.24,0.0
2023-02-17 00:00:00-08:00,34.72,1022,96,10.36,60,100,Rain,moderate rain,10n,3.87,0.0
2023-02-17 01:00:00-08:00,34.83,1022,96,8.01,50,100,Snow,light snow,13n,0.0,0.48
2023-02-17 02:00:00-08:00,35.55,1022,96,10.36,40,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-17 03:00:00-08:00,35.73,1022,96,8.99,50,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-17 04:00:00-08:00,36.09,1022,96,5.75,60,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-17 05:00:00-08:00,35.94,1022,96,4.0,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-17 06:00:00-08:00,36.09,1022,96,1.52,48,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-17 07:00:00-08:00,35.98,1022,96,1.99,290,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-17 08:00:00-08:00,36.39,1023,96,1.01,138,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-17 09:00:00-08:00,37.49,1024,96,2.3,180,100,Mist,mist,50d,0.0,0.0
2023-02-17 10:00:00-08:00,38.25,1024,96,1.01,193,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-17 11:00:00-08:00,39.16,1024,94,4.61,270,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-17 12:00:00-08:00,39.81,1023,94,1.01,320,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-17 13:00:00-08:00,40.39,1023,93,5.01,240,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-17 14:00:00-08:00,41.0,1023,92,8.01,250,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-17 15:00:00-08:00,42.21,1023,87,3.0,240,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-17 16:00:00-08:00,42.1,1022,84,3.0,310,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-17 17:00:00-08:00,41.36,1022,85,3.0,230,100,Clouds,overcast clouds,04d,0.0,0.0
2023-02-17 18:00:00-08:00,40.06,1022,89,3.0,104,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-17 19:00:00-08:00,39.76,1022,91,1.99,104,100,Rain,light rain,10n,0.35,0.0
2023-02-17 20:00:00-08:00,39.45,1020,93,1.99,12,100,Rain,light rain,10n,1.0,0.0
2023-02-17 21:00:00-08:00,38.77,1021,95,5.99,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-17 22:00:00-08:00,38.41,1021,94,9.22,70,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-17 23:00:00-08:00,37.96,1021,95,8.99,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-18 00:00:00-08:00,37.58,1020,95,10.0,70,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-18 01:00:00-08:00,37.63,1016,96,8.01,70,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-18 02:00:00-08:00,37.94,1016,96,5.99,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-18 03:00:00-08:00,38.61,1019,96,5.01,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-02-18 04:00:00-08:00,39.29,1015,96,5.75,90,100,Clouds,overcast clouds,04n,0.0,0.0
